session_id,run_label,template_name,link_id,parent_canonical,child_canonical,feature_scope,stage04_parent_qc_status,stage04_child_qc_status,stage05_parent_sign_status,stage05_child_sign_status,stage06_reconstruction_status,stage06_max_reconstruction_error_deg,stage06_relative_sign_status,stage07_branch_cut_status,stage07_max_rotvec_norm,stage07_jump_status,stage07_max_jump_rad,stage08_policy,notes
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J001,T3_671,Ab,review_provisional,pass,pass,pass,pass,pass,2.404079618380761e-14,pass,pass,0.3765016861502509,pass,0.018026901246914733,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J002,Spine4,Chest,review_provisional,pass,pass,pass,pass,pass,2.3704822958255543e-14,pass,pass,0.18784908943667347,pass,0.01852894639598053,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J003,Neck2,Head,core_candidate,pass,pass,pass,pass,pass,2.4025064678520575e-14,pass,pass,0.46321095227015807,pass,0.03085488145504301,allow_filter,head/neck core candidate
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J004,LUArm,LFArm,core_candidate,pass,pass,pass,pass,pass,3.0987775442432865e-14,pass,pass,2.6453381812844876,pass,0.36388768169275976,allow_filter,forearm core candidate
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J005,LShin,LFoot,core_candidate,pass,pass,pass,pass,pass,2.3297928921370254e-14,pass,pass,0.9797404725107933,pass,0.19004403069078749,allow_filter,foot core candidate
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J006,LFArm,LHand,core_candidate,pass,pass,pass,pass,pass,3.583424523697487e-14,pass,pass,2.1122171354844785,warning,0.8182085932058963,allow_filter_with_warning,hand core candidate (provisional V0)
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J007,LHand,LIndex1,excluded_distal,pass,pass,pass,pass,pass,3.6706339919246264e-14,pass,pass,1.7524335864463167,warning,0.6480093651544921,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J008,LIndex1,LIndex2,excluded_distal,pass,pass,pass,pass,pass,3.793583118102154e-14,pass,pass,2.0400035603557125,warning,0.7680029529289848,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J009,LIndex2,LIndex3,excluded_distal,pass,pass,pass,pass,pass,2.9420169221392346e-14,pass,pass,0.8500026685424135,pass,0.3200014256587701,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J010,LHand,LMiddle1,excluded_distal,pass,pass,pass,pass,pass,3.089781513853208e-14,pass,pass,1.554912611823018,pass,0.44300482091814014,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J011,LMiddle1,LMiddle2,excluded_distal,pass,pass,pass,pass,pass,3.243821632120845e-14,pass,pass,1.8277154703975458,warning,0.511488977628142,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J012,LMiddle2,LMiddle3,excluded_distal,pass,pass,pass,pass,pass,3.0457130563781556e-14,pass,pass,0.7615481790284482,pass,0.2131211130425882,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J013,LHand,LPinky1,excluded_distal,pass,pass,pass,pass,pass,3.287156092200371e-14,pass,pass,1.2135569288281443,warning,0.6761434387101645,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,Biomech (57),J014,LPinky1,LPinky2,excluded_distal,pass,pass,pass,pass,pass,2.6641764244529452e-14,pass,pass,1.4044152292449716,pass,0.09972611297746314,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
